Index	X	Y	Z	cost	equivalent_radius	branch_id	vadose_flag
105	419.3399963379	506.5700073242	364.9089965820	0.1641407013	0.0000000000	40.0000000000	0.0000000000
105	408.5620117188	502.9140014648	364.0220031738	0.1715173721	0.0000000000	40.0000000000	0.0000000000
106	408.5620117188	502.9140014648	364.0220031738	0.1715173721	0.0000000000	40.0000000000	0.0000000000
106	400.2109985352	497.4739990234	365.7749938965	0.1387133598	0.0000000000	40.0000000000	0.0000000000
107	400.2109985352	497.4739990234	365.7749938965	0.1387133598	0.0000000000	40.0000000000	0.0000000000
107	389.1560058594	488.5180053711	365.8919982910	0.2005295753	0.0000000000	40.0000000000	0.0000000000
108	389.1560058594	488.5180053711	365.8919982910	0.2005295753	0.0000000000	40.0000000000	0.0000000000
108	374.9790039062	480.4739990234	366.9169921875	0.2238731384	0.0000000000	40.0000000000	0.0000000000
109	374.9790039062	480.4739990234	366.9169921875	0.2238731384	0.0000000000	40.0000000000	0.0000000000
109	362.8349914551	471.1250000000	366.6990051270	0.2217292786	0.0000000000	40.0000000000	0.0000000000
110	362.8349914551	471.1250000000	366.6990051270	0.2217292786	0.0000000000	40.0000000000	0.0000000000
110	346.6040039062	465.1210021973	368.2009887695	0.2381100655	0.0000000000	40.0000000000	0.0000000000
111	346.6040039062	465.1210021973	368.2009887695	0.2381100655	0.0000000000	40.0000000000	0.0000000000
111	332.3859863281	460.1619873047	368.8380126953	0.2065906525	0.0000000000	40.0000000000	0.0000000000
112	332.3859863281	460.1619873047	368.8380126953	0.2065906525	0.0000000000	40.0000000000	0.0000000000
112	320.6809997559	451.8649902344	369.3280029297	0.1974675655	0.0000000000	40.0000000000	0.0000000000
113	320.6809997559	451.8649902344	369.3280029297	0.1974675655	0.0000000000	40.0000000000	0.0000000000
113	305.9429931641	448.5979919434	369.8150024414	0.2105133533	0.0000000000	40.0000000000	0.0000000000
114	305.9429931641	448.5979919434	369.8150024414	0.2105133533	0.0000000000	40.0000000000	0.0000000000
114	292.0960083008	444.1879882812	370.6260070801	0.2001466751	0.0000000000	40.0000000000	0.0000000000
115	292.0960083008	444.1879882812	370.6260070801	0.2001466751	0.0000000000	40.0000000000	0.0000000000
115	279.4049987793	437.9150085449	371.2430114746	0.1942355633	0.0000000000	40.0000000000	0.0000000000
116	279.4049987793	437.9150085449	371.2430114746	0.1942355633	0.0000000000	40.0000000000	0.0000000000
116	266.8819885254	429.2179870605	371.5299987793	0.2133505344	0.0000000000	40.0000000000	0.0000000000
