Index	X	Y	Z
249795	17.2599	595.009	370.1
249796	799.233	45.8104	291.285
249797	384.518	604.42	357.873
249798	382.798	610.661	362.88
249799	393.186	601.488	363.797
249800	278.164	386.446	350.65
249801	786.067	102.925	320.122
249802	780.124	100.095	320.923
249803	179.656	586.59	320.66
249804	862.149	628.538	265.914
249805	277.208	252.746	374.56
249806	889.076	569.495	262.754
249807	854.792	64.9512	279.727
249808	195.31	498.528	353.705
249809	670.355	246.646	313.722
249810	339.383	499.491	367.516
249811	344.841	501.935	366.239
249812	345.689	508.094	366.56
249813	674.939	219.021	308.471
249814	428.746	655.638	319.297
249815	709.637	751.885	322.271
249816	89.3785	776.408	370.677
249817	606.201	609.43	340.655
249818	587.842	717.66	332.586
249819	741.943	125.319	300.326
249820	104.422	478.448	362.372
249821	168.669	485.353	357.645
249822	59.2081	483.412	375.398
249823	60.0713	478.149	372.696
249824	211.489	632.383	405.207
249825	212.656	627.957	408.477
249826	201.978	633.553	405.098
249827	815.679	159.485	289.002
249828	280.415	720.585	374.162
249829	282.68	710.227	374.81
249830	292.931	554.027	375.145
249831	285.28	558.362	373.193
249832	429.859	453.011	339.815
249833	674.828	713.448	328.791
249834	676.496	718.871	327.132
249835	45.5876	439.519	375.968
249836	582.993	760.816	336.927
249837	56.6316	108.491	383.442
249838	68.3255	112.919	379.731
249839	878.078	782.029	284.999
249840	871.263	770.796	289.298
249841	874.65	778.844	287.833
249842	878.133	776.403	283.743
249843	116.05	636.162	382.355
249844	502.786	671.242	332.315
249845	531.016	684.134	344.66
249846	540.717	683.688	350.25
249847	541.152	688.263	348.013
249848	87.8401	780.785	374.828
249849	97.9036	780.801	370.853
249850	85.4066	776.358	373.322
249851	95.7556	771.858	368.482
249852	92.2531	776.936	373.211
249853	93.2538	588.285	353.5
249854	165.567	673.061	372.787
249855	29.004	349.739	372.529
249856	31.9691	352.544	376.961
249857	282.689	364.699	389.404
249858	539.01	603.936	347.522
249859	360.054	763.748	358.517
249860	355.65	759.761	361.421
249861	121.665	760.744	386.258
249862	111.842	755.756	384.261
249863	111.17	751.029	385.952
249864	76.4994	136.934	370.785
249865	81.1949	130.554	366.777
249866	837.158	574.294	275.393
249867	858.173	566.418	257.848
249868	130.171	123.546	390
249869	129.767	133.067	389.036
249870	135.06	134.64	388.326
249871	348.589	401.326	361.741
249872	344.596	402.177	365.663
249873	345.884	396.517	359.853
249874	564.164	508.29	333.041
249875	573.775	508.156	327.94
249876	567.978	503.29	333.386
249877	573.537	501.486	326.852
249878	346.794	755.747	367.519
249879	476.602	499.482	326.15
249880	864.803	788.549	275.877
249881	856.198	788.012	277.643
249882	59.598	519.004	382.32
249883	72.2236	512.558	385.936
249884	973.9	80.7182	260.897
249885	939.026	608.369	259.647
249886	865.443	595.5	259.232
249887	867.431	593.778	264.065
249888	237.279	210.768	369.738
249889	242.563	228.412	368.485
249890	827.115	641.84	295.787
249891	164.863	437.604	403.319
249892	156.395	429.428	404.818
249893	164.743	433.267	406.839
249894	155.635	434.694	406.207
249895	159.519	424.248	406.052
249896	169.448	431.581	405.948
249897	697.364	757.857	311.124
249898	130.645	119.796	399.709
249899	126.124	114.794	398.161
249900	124.963	417.058	371.694
249901	914.423	76.3254	298.612
249902	704.246	34.84	288.894
249903	244.247	436.381	359.041
249904	504.244	518.691	342.04
249905	86.7548	554.027	384.5
249906	79.5212	546.211	385.217
249907	88.6219	555.926	382.194
249908	405.76	282.454	362.699
249909	400.062	283.096	364.686
249910	396.731	286.726	361.604
249911	407.938	285.692	367.116
249912	392.626	288.524	365.918
249913	376.645	333.471	365.045
249914	377.976	342.825	365.677
249915	412.996	770.627	339.895
249916	111.278	136.553	389.397
249917	113.686	130.155	385.587
249918	125.737	135.625	385.972
249919	819.724	714.772	296.42
249920	812.565	154.328	79.7567
249921	187.741	656.739	398.509
249922	604.015	698.326	347.409
249923	603.642	704.441	341.969
249924	603.48	694.268	345.251
249925	610.18	705.77	342.444
249926	596.708	701.131	345.98
249927	495.581	533.932	336.188
249928	768.643	6.55461	296.06
249929	275.366	48.0393	382.463
249930	73.3819	282.265	376.513
249931	474.249	265.998	361.262
249932	185.052	347.31	404.372
249933	181.94	341.897	403.125
249934	179.031	345.491	404.578
249935	342.893	387.69	377.636
249936	349.136	390.432	375.13
249937	343.052	392.877	374.614
249938	333.51	382.566	374.391
249939	346.678	388.847	370.673
249940	362.869	721.268	382.519
249941	355.031	706.448	383.493
249942	371.899	709.718	382.633
249943	680.392	584.453	305.318
249944	355.017	405.045	361.239
249945	346.053	408.074	364.613
249946	353.988	410.48	359.005
249947	342.418	401.171	360.219
249948	431.596	369.825	362.515
249949	441.362	362.65	361.138
249950	436.439	355.846	363.495
249951	440.314	370.071	360.421
249952	698.976	143.376	301.312
249953	832.041	128.707	294.706
249954	830.152	132.435	299.834
249955	95.3356	598.051	379.911
249956	204.119	263.431	398.686
249957	210.481	265.511	394.585
249958	199.864	266.988	392.353
249959	197.079	266.509	394.594
249960	91.5901	140.886	382.682
249961	88.8105	131.791	386.65
249962	88.6823	139.532	386.518
249963	98.4771	142.23	388.024
249964	418.072	662.603	360.75
249965	369.524	399.917	344.636
249966	31.8108	446.498	332.319
249967	426.527	470.764	354.81
249968	327.46	432.687	364.635
249969	326.261	430.886	367.374
249970	338.832	435.47	366.228
249971	482.041	275.227	356.693
249972	655.603	30.4485	328.712
249973	652.613	16.6668	325.582
249974	658.531	34.229	324.527
249975	652.493	33.7081	323.744
249976	658.539	22.5149	328.843
249977	650.833	22.9237	326.026
249978	98.4437	655.763	392.259
249979	102.102	664.296	391.595
249980	103.235	661.668	394.15
249981	111.013	656.327	394.245
249982	383.673	433.111	331.575
249983	375.922	433.869	334.346
249984	383.133	366.378	352.986
249985	92.3172	723.503	367.12
249986	206.8	556.066	372.478
249987	119.8	701.023	385.588
249988	118.149	709.949	389.321
249989	115.046	700.892	388.266
249990	883.064	109.334	260.259
249991	946.833	167.329	263.116
249992	948.453	160.725	261.981
249993	945.202	165.463	259.098
249994	225.852	543.627	359.722
249995	360.175	507.425	356.606
249996	357.058	507.833	352.505
249997	471.839	476.379	353.376
249998	16.5221	197.889	365.852
249999	22.2373	711.497	387.759
250000	13.6132	708.27	387.94
250001	329.675	555.445	363.787
250002	642.875	37.6325	315.213
250003	635.709	40.2635	314.47
250004	333.112	81.2553	388.551
250005	336.143	72.3593	386.03
250006	340.468	70.7696	390.47
250007	333.411	78.1539	390.847
250008	431.843	361.842	349.521
250009	224.784	762.278	384
250010	219.937	753.142	388.542
250011	732.009	746.094	330.676
250012	729.691	756.747	326.89
250013	810.179	237.012	288.623
250014	560.292	650.472	314.592
250015	267.274	39.1016	392.092
250016	57.2808	404.885	370.585
250017	50.5057	417.406	375.329
250018	46.7045	416.031	373.044
250019	45.7378	405.507	374.081
250020	48.4284	410.624	372.038
250021	274.71	73.8055	403.411
250022	263.658	66.3346	401.846
250023	267.416	69.9563	398.688
250024	271.624	78.0628	404.033
250025	275.8	78.2238	401.251
250026	89.4639	186.767	400.221
250027	313.115	350.065	356.061
250028	949.268	39.7418	281.659
250029	194.734	430.697	373.012
250030	194.776	432.796	378.44
250031	251.49	44.5218	405.105
250032	231.502	182.203	378.448
250033	80.1912	282.711	405.818
250034	84.1425	277.741	404.782
250035	453.255	649.329	335.886
250036	336.399	437.431	306.793
250037	90.7028	478.404	376.554
250038	99.372	482.883	383.877
250039	99.5164	485.129	376.847
250040	95.8674	475.374	383.605
250041	495.876	679.953	349.728
250042	812.524	586.091	286.562
250043	728.371	613.005	308.21
250044	159.339	227.127	351.758
250045	460.011	534.431	342.608
250046	466.628	537.758	342.977
250047	453.646	543.446	341.271
250048	464.997	545.21	344.073
250049	484.926	526.858	333.459
250050	940.017	152.771	271.245
250051	89.6956	258.695	408.032
250052	89.6577	266.495	408.145
250053	720.952	229.334	312.987
250054	716.637	232.954	313.34
250055	268.856	98.6893	393.269
250056	273.587	93.5829	395.802
250057	273.733	103.154	397.487
250058	273.94	96.781	399.404
250059	262.221	92.3926	396.552
250060	483.692	318.271	315.699
250061	63.0732	230.191	379.69
250062	651.338	86.5181	316.009
250063	650.937	91.0953	312.625
250064	662.794	91.5975	311.134
250065	952.17	168.709	256.053
250066	945.975	183.499	256.166
250067	946.512	164.305	254.03
250068	948.119	182.566	258.445
250069	955.304	177.887	255.739
250070	269.478	1.16604	388.228
250071	262.599	0.104386	386.107
250072	264.584	6.39336	387.242
250073	138.415	689.557	370.894
250074	461.529	438.782	342.724
250075	317.494	79.6426	376.613
250076	385.251	314.729	370.875
250077	388.696	306.116	371.007
250078	391.02	315.695	375.41
250079	390.011	309.871	368.134
250080	392.879	309.972	374.135
250081	367.224	769.341	375.029
250082	352.848	768.468	371.663
250083	354.806	774.681	373.58
250084	365.065	763.601	378.066
250085	358.367	770.477	371.965
250086	355.356	770.581	377.344
250087	357.039	761.011	377.007
250088	270.699	728.378	374.175
250089	264.963	728.638	379.36
250090	257.455	723.593	375.123
250091	218.839	430.304	375.708
250092	927.192	636.082	255.963
250093	921.458	635.497	253.37
250094	918.848	642.584	251.814
250095	753.826	22.1541	283.91
250096	140.279	230.674	389.814
250097	145.085	233.023	389.676
250098	409.658	382.501	339.439
250099	485.871	589.241	328.849
250100	374.778	310.017	368.227
250101	365.478	324.86	366.822
250102	372.571	330.36	369.21
250103	368.414	323.664	370.905
250104	374.82	315.689	372.686
250105	380.693	318.454	367.775
250106	363.601	318.592	367.36
250107	396.641	540.191	346.377
250108	274.044	414.276	365.979
250109	102.894	2.20358	396.939
250110	86.5506	192.436	381.109
250111	120.285	49.4532	414.337
250112	113.378	44.4677	414.385
250113	271.153	102.069	400.635
250114	272.594	115.096	400.529
250115	837.89	750.436	293.859
250116	830.489	745.909	290.518
250117	846.705	748.175	288.386
250118	843.779	754.019	290.843
250119	45.7746	763.622	370.421
250120	162.886	0.0616812	388.399
250121	176.535	490.959	385.828
250122	863.434	21.4025	292.348
250123	87.4355	588.483	384.279
250124	85.8605	591.17	378.785
250125	618.096	757.577	348.027
250126	618.784	764.454	348.513
250127	617.863	768.788	345.478
250128	624.601	765.174	345.263
250129	621.983	755.006	343.868
250130	351.901	606.497	346.47
250131	352.421	604.513	349.658
250132	457.02	396.273	350.894
250133	459.581	380.418	351.775
250134	843.344	742.782	286.887
250135	841.636	747.043	285.221
250136	340.936	504.726	369.359
250137	7.21863	210.224	390.907
250138	0.603278	213.835	393.887
250139	203.907	147.305	386.409
250140	203.141	153.42	383.29
250141	205.588	146.753	379.159
250142	196.051	145.766	385.699
250143	912.918	641.046	253.487
250144	906.701	635.507	253.889
250145	296.366	224.995	384.129
250146	674.547	607.766	315.921
250147	676.613	611.962	322.255
250148	685.213	615.622	318.841
250149	684.321	605.694	319.77
250150	684.647	611.599	323.167
250151	690.576	731.216	327.001
250152	685.128	727.351	326.792
250153	686.217	734.801	323.66
250154	697.65	731.802	327.771
250155	251.696	703.911	375.373
250156	248.485	702.293	380.147
250157	201.966	143.487	376.921
250158	102.906	204.276	370.025
250159	574.748	777.681	312.023
250160	923.553	753.405	283.63
250161	918.135	741.967	284.929
250162	914.918	745.824	281.795
250163	553.02	553.13	352.198
250164	595.835	568.038	327.229
250165	594.056	569.101	322.323
250166	287.354	635.797	369.074
250167	847.798	743.257	296.211
250168	237.198	701.632	391.536
250169	240.15	705.572	390.07
250170	644.663	599.157	314.158
250171	649.822	111.253	293.303
250172	652.045	115.653	288.649
250173	647.007	106.377	292.266
250174	290.262	727.556	376.408
250175	224.238	77.8519	387.41
250176	297.647	252.072	398.402
250177	291.441	257.469	396.106
250178	307.375	259.071	397.869
250179	297.624	257.94	400.033
250180	305.173	256.862	400.797
250181	292.863	263.272	397.581
250182	647.487	552.93	330.778
250183	646.303	561.847	329.028
250184	643.312	553.941	334.725
250185	305.491	232.137	401.071
250186	308.06	217.927	398.923
250187	295.147	224.103	398.076
250188	297.307	220.898	401.844
250189	306.927	222.946	402.474
250190	309.827	228.677	401.527
250191	309.295	231.447	396.138
250192	90.0455	236.822	405.711
250193	519.504	706.51	341.665
250194	840.539	6.57102	299.557
250195	837.878	11.7837	296.425
250196	504.14	770.8	353.454
250197	375.841	768.75	363.578
250198	750.207	237.691	269.331
250199	458.398	556.216	347.15
250200	461.766	563.552	346.926
250201	332.311	646.236	364.729
250202	379.659	600.029	365.767
250203	391.765	594.601	366.868
250204	387.6	598.516	367.865
250205	395.195	596.006	364.485
250206	261.755	63.2442	372.442
250207	161.527	339.945	392.73
250208	171.278	338.102	389.771
250209	161.981	333.179	395.025
250210	97.0544	27.5258	392.349
250211	104.882	17.2077	390.424
250212	418.135	418.789	359.605
250213	110.182	207.043	397.801
250214	908.862	210.871	266.708
250215	43.6294	292.861	398.244
250216	35.0647	284.778	404.178
250217	47.8046	296.349	404.205
250218	33.6335	293.319	399.428
250219	354.042	247.233	356.209
250220	271.617	625.33	381.829
250221	767.527	715.136	310.78
250222	767.127	728.868	314.254
250223	69.9924	55.041	393.041
250224	764.19	98.173	319.612
250225	763.73	82.0524	315.326
250226	890.477	613.086	275.942
250227	881.117	603.477	272.903
250228	690.614	53.0289	53.7898
250229	574.596	634.257	340.77
250230	833.42	177.152	273.277
250231	458.433	558.309	296.342
250232	509.968	678.896	359.272
250233	502.982	683.888	360.845
250234	573.136	494.817	323.848
250235	426.848	704.922	363.159
250236	430.123	712.481	360.178
250237	233.315	23.2758	388.727
250238	230.775	32.249	395.43
250239	160.231	754.622	390.456
250240	397.153	252.103	347.786
250241	232.259	278.59	379.672
250242	375.652	720.404	365.375
250243	307.451	649.169	381.034
250244	306.806	642.954	381.421
250245	605.76	565.196	321.126
250246	288.136	618.314	384.304
250247	291.805	623.881	379.646
250248	895.366	738.776	290.236
250249	913.37	734.833	288.277
250250	903.393	740.525	293.462
250251	896.722	743.595	289.012
250252	904.653	744.752	289.601
250253	898.429	739.568	292.607
250254	922.854	644.184	263.736
250255	919.287	646.859	265.224
250256	926.877	647.364	270.411
250257	119.032	411.741	384.086
250258	304.942	395.055	371.219
250259	111.558	370.679	369.839
250260	361.114	610.253	364.476
250261	344.94	610.591	363.596
250262	353.326	608.972	360.212
250263	355.367	614.819	365.339
250264	688.311	82.9773	316.028
250265	681.677	80.6801	317.329
250266	686.163	77.5171	317.966
250267	509.412	638.7	345.832
250268	508.32	649.671	344.394
250269	506.751	647.823	347.811
250270	499.44	646.274	347.609
250271	649.176	14.3951	312.149
250272	268.989	230.523	373.312
250273	780.852	789	112.416
250274	736.673	210.345	308.542
250275	307.364	430.463	346.345
250276	145.945	689.619	378.143
250277	157.496	85.894	381.702
250278	283.282	451.732	352.482
250279	96.1088	703.379	386.042
250280	90.0631	700.672	391.39
250281	97.9072	702.565	391.882
250282	93.3315	711.813	392.172
250283	85.7837	707.952	385.4
250284	323.187	431.23	352.619
250285	41.2144	619.166	387.677
250286	44.9759	610.205	388.038
250287	708.728	544.914	274.684
250288	842.065	738.849	278.065
250289	187.304	595.012	389.174
250290	193.1	563.51	349.93
250291	282.773	605.351	377.189
250292	15.6264	273.132	377.503
250293	0.362943	271.309	376.094
250294	714.704	551.268	297.263
250295	80.0076	285.771	376.217
250296	806.645	153.678	313.229
250297	792.891	159.476	314.289
250298	796.516	158.159	309.429
250299	798.1	152.347	315.463
250300	135.749	125.794	396.236
250301	139.536	116.976	396.102
250302	145.888	126.612	394.747
250303	703.766	76.7031	292.92
250304	330.583	525.686	357.272
250305	58.5634	91.6368	382.226
250306	66.8135	93.1375	386.258
250307	68.4465	91.9846	383.911
250308	59.616	101.787	386.256
250309	150.4	338.708	387.976
250310	146.455	335.072	387.953
250311	150.794	326.627	381.876
250312	726.719	785.112	296.729
250313	237.74	249.159	390.595
250314	236.173	253.461	387.173
250315	244.557	245.302	385.351
250316	45.5794	639.61	393.413
250317	50.1873	636.177	392.01
250318	286.004	506.12	378.857
250319	287.811	503.743	373.375
250320	286.621	507.3	375.945
250321	278.891	503.958	378.773
250322	116.371	678.922	375.912
250323	126.254	680.216	373.046
250324	185.625	346.149	371.083
250325	239.619	743.431	371.403
250326	838.096	251.493	255.551
250327	909.679	206.148	268.259
250328	904.541	199.891	262.675
250329	375.288	765.561	337.903
250330	317.772	32.5119	384.38
250331	317.369	23.2172	379.364
250332	307.352	29.6055	381.994
250333	158.445	451.734	375.504
250334	168.924	462.384	375.814
250335	272.426	282.547	394.171
250336	274.169	269.137	391.16
250337	883.269	735.661	286.662
250338	869.865	740.433	282.867
250339	876.152	734.592	289.174
250340	873.974	742.057	289.985
250341	877.076	725.841	287.954
250342	444.508	641.367	360.204
250343	442.055	642.465	352.83
250344	445.466	639.043	354.069
250345	896.735	94.9201	276.494
250346	268.279	337.136	377.983
250347	376.938	481.387	328.404
250348	236.472	165.205	402.166
250349	233.093	177.234	397.519
250350	546.312	279.299	318.431
250351	472.853	465.676	349.646
250352	368.108	749.418	365.559
250353	377.709	756.547	366.297
250354	366.781	755.039	366.317
250355	375.211	755.978	368.79
250356	233.729	112.075	383.922
250357	598.265	304.887	308.881
250358	477.879	344.589	355.041
250359	301.352	370.904	381.528
250360	295.236	367.338	383.069
250361	290.802	369.484	380.624
250362	390.263	242.21	348.697
250363	684.77	702.144	283.428
250364	913.519	234.266	251.371
250365	915	237.634	254.556
250366	395.364	695.714	349.607
250367	465.714	498.105	337.107
250368	939.935	135.13	277.05
250369	52.7897	660.061	390.62
250370	836.407	263.864	269.589
250371	129.999	732.306	395.972
250372	132.346	742.035	397.423
250373	934.359	133.616	272.661
250374	921.044	134.098	268.478
250375	504.646	330.018	291.304
250376	22.5206	42.7346	371.573
250377	479.318	686.724	337.034
250378	578.636	592.84	343.021
250379	655.536	619.2	330.513
250380	649.115	611.649	334.811
250381	90.4397	331.551	404.864
250382	92.2977	328.074	406.885
250383	87.9979	321.685	401.886
250384	30.8169	168.848	395.747
250385	42.7619	173.958	394.598
250386	30.4548	173.589	398.441
250387	25.5808	174.071	394.263
250388	38.5823	173.118	392.768
250389	35.5711	182.816	398.2
250390	31.5215	187.89	395.9
250391	761.299	225.956	307.247
250392	643.457	205.328	329.579
250393	641.069	192.106	333.284
250394	637.338	189.14	329.032
250395	644.489	200.043	331.03
250396	220.298	71.1748	403.347
250397	221.142	63.8104	401.162
250398	229.102	59.4973	407.864
250399	80.9979	347.699	388.79
250400	89.0022	350.831	393.588
250401	86.6273	356.174	390.503
250402	11.3982	433.253	374.777
250403	1.02908	427.654	379.812
250404	14.0612	426.975	378.609
250405	2.75201	437.425	375.01
250406	14.275	427.221	375.409
250407	64.4399	314.862	400.523
250408	287.63	782.903	373.116
250409	298.882	789.753	369.621
250410	289.113	786.831	375.983
250411	292.782	786.681	373.976
250412	772.098	688.031	306.21
250413	838.905	175.947	290.897
250414	384.94	674.17	322.076
250415	78.5055	625.738	358.888
250416	560.269	564.914	321.29
250417	328.549	406.407	341.171
250418	984.677	113.57	261.71
250419	981.289	109.089	262.288
250420	982.927	105.431	259.806
250421	485.892	458.227	350.701
250422	491.812	464.247	348.739
250423	955.396	31.6794	36.6581
250424	930.042	55.1708	22.5783
250425	955.817	17.0644	28.3116
250426	472.307	516.417	323.683
250427	544.402	391.599	287.621
250428	78.8364	774.215	364.189
250429	154.537	771.289	381.498
250430	85.1021	777.78	368.551
250431	931.12	209.022	257.397
250432	97.4417	442.025	364.839
250433	549.63	530.699	343.561
250434	610.665	743.662	341.088
250435	735.384	647.974	332.158
250436	729.071	657.384	335.928
250437	303.612	430.936	353.156
250438	245.49	696.694	385.601
250439	236.265	692.81	383.024
250440	245.732	703.921	384.992
250441	245.823	694.572	382.41
250442	729.984	155.426	314.323
250443	585.31	507.778	324.192
250444	586.08	509.406	330.923
250445	29.8118	368.352	369.792
250446	19.4409	374.453	371.571
250447	12.8423	374.868	370.722
250448	26.3505	365.261	371.829
250449	19.8157	379.624	369.152
250450	587.979	673.505	338.89
250451	587.522	674.895	336.358
250452	207.705	509.644	374.021
250453	205.907	518.32	375.888
250454	240.108	594.764	381.204
250455	302.378	743.344	377.25
250456	921.958	129.178	267.059
250457	297.95	318.409	394.69
250458	309.366	324.484	393.707
250459	253.361	370.131	382.876
250460	17.3751	450.972	328.355
250461	251.691	40.4897	394.026
250462	838.24	25.8021	291.122
250463	498.836	714.029	340.297
250464	836.122	693.233	294.761
250465	383.81	788.241	358.045
250466	157.4	538.191	379.299
250467	158.968	548.874	378.311
250468	274.229	242.009	369.921
250469	660.162	265.121	297.208
250470	606.813	248.173	320.307
250471	439.446	711.39	363.173
250472	446.406	705.611	358.885
250473	863.915	714.071	302.763
250474	858.207	708.658	299.458
250475	869.369	714.577	296.618
250476	864.033	706.436	304.115
250477	864.978	700.078	299.729
250478	613.328	581.002	294.729
250479	33.0581	148.888	390.661
250480	273.52	675.438	386.102
250481	407.472	513.199	348.108
250482	492.58	685.258	355.225
250483	893.531	631.445	272.596
250484	189.87	2.43491	379.797
250485	186.706	1.28368	376.086
250486	317.187	142.095	356.821
250487	429.608	737.081	351.748
250488	132.655	503.72	363.087
250489	391.001	695.49	372.434
250490	562.521	584.836	351.783
250491	561.165	578.382	352.49
250492	737.937	211.407	294.195
250493	122.121	216.563	330.899
250494	664.526	690.075	281.802
250495	623.144	301.121	324.191
250496	44.2032	0.676429	356.311
250497	373.066	346.983	355.024
250498	886.376	540.87	255.089
250499	876.136	540.026	256.497
250500	186.728	522.407	375.973
250501	115.527	742.579	392.038
250502	121.128	742.252	387.22
250503	119.196	742.345	390.053
250504	115.092	740.248	387.609
250505	117.665	750.584	392.27
250506	214.708	718.987	383.984
250507	871.813	508.472	245.032
250508	354.281	633.185	361.105
250509	510.261	706.887	357.057
250510	422.123	756.117	372.572
250511	423.634	758.434	368.161
250512	422.976	746.64	367.964
250513	415.71	758.626	368.018
250514	419.023	751.103	372.622
250515	425.012	753.793	370.583
250516	229.287	604.059	397.769
250517	258.418	363.825	382.309
250518	267.213	367.007	382.911
250519	512.974	675.267	350.858
250520	828.188	709.815	304.553
250521	832.381	715.913	306.812
250522	823.024	704.364	308.157
250523	825.438	712.345	309.798
250524	149.022	782.857	386.274
250525	153.376	776.548	382.678
250526	143.927	779.191	388.681
250527	60.8599	290.271	352.796
250528	504.548	503.865	317.322
250529	791.767	137.371	311.716
250530	800.023	144.924	312.357
250531	83.4306	724.682	371.886
250532	699.626	123.766	310.981
250533	693.21	138.7	312.198
250534	698.437	132.485	309.278
250535	690.283	133.418	313.672
250536	513.769	701.789	340.556
250537	119.395	682.46	377.825
250538	111.754	617.342	386.389
250539	110.286	616.79	393.988
250540	106.149	610.543	392.095
250541	97.7682	561.599	364.813
250542	586.613	565.738	321.558
250543	78.6565	46.0339	397.643
250544	430.061	647.706	341.415
250545	60.0894	441.262	384.358
250546	65.1623	446.354	387.11
250547	70.7083	438.191	385.641
250548	606.804	775.755	305.589
250549	779.901	139.916	310.078
250550	789.709	146.439	312.313
250551	782.599	145.756	312.375
250552	95.3909	743.824	379.697
250553	90.8212	754.576	375.441
250554	306.56	158.346	364.836
250555	572.207	755.782	319.414
250556	180.959	777.547	385.66
250557	125.366	584.992	386.3
250558	158.453	570.772	368.985
250559	163.142	574.009	368.493
250560	163.265	585.499	371.134
250561	337.401	160.934	374.027
250562	143.072	438.646	391.132
250563	142.525	437.138	383.363
250564	433.134	526.503	356.14
250565	440.771	540.467	353.9
250566	422.427	532.137	356.066
250567	441.713	535.847	355.744
250568	500.288	767.18	358.801
250569	833.039	160.619	300.413
250570	831.445	166.485	303.289
250571	845.733	167.225	299.402
250572	562.541	644.241	316.892
250573	689.848	563.168	322.986
250574	433.604	478.717	345.36
250575	716.504	100.905	314.524
250576	706.74	92.1085	314.078
250577	596.219	787.48	328.071
250578	385.54	400.915	352.675
250579	397.297	401.037	358.32
250580	386.423	394.198	351.834
250581	394.476	389.45	352.315
250582	861.676	119.177	292.84
250583	326.9	388.514	375.672
250584	315.923	392.658	380.294
250585	322.106	386.395	378.969
250586	317.208	385.433	374.36
250587	25.2545	204.635	392.083
250588	795.119	221.379	259.668
250589	226.809	123.426	370.95
250590	893.665	706.047	258.861
250591	892.605	704.654	263.471
250592	349.407	533.613	376.637
250593	348.805	535.526	380.355
250594	346.613	540.49	381.099
250595	351.174	539.998	384.101
250596	346.942	531.184	381.625
250597	352.259	528.007	379.222
250598	875.818	168.255	289.343
250599	873.877	161.849	290.231
250600	864.336	169.326	290.915
250601	477.875	670.723	306.496
250602	101.25	389.648	376.667
250603	721.859	682.728	326.361
250604	721.994	676.354	327.942
250605	511.092	663.734	343.985
250606	506.104	653.173	342.62
250607	650.809	2.47982	319.688
250608	654.406	7.54455	318.155
250609	493.264	470.496	351.635
250610	928.599	84.3062	266.018
250611	55.8042	594.376	387.586
250612	51.1038	599.944	386.205
250613	231.935	48.8448	391.314
250614	233.804	36.0783	393.092
250615	232.035	44.5424	396.083
250616	723.319	612.543	323.416
250617	722.855	609.679	326.888
250618	836.407	156.907	303.98
250619	827.8	172.872	302.291
250620	172.528	587.108	373.237
250621	179.272	586.832	374.835
250622	419.779	643.788	358.894
250623	65.3704	253.32	394.55
250624	452.869	567.585	342.045
250625	345.971	579.385	332.538
250626	665.684	654.125	328.644
250627	661.279	651.253	335.468
250628	670.953	650.248	334.315
250629	330.308	26.792	380.42
250630	326.835	367.443	332.778
250631	835.338	30.7258	292.29
250632	844.997	35.6786	293.25
250633	290.799	165.655	371.965
250634	87.5967	344.4	370.535
250635	251.051	465.596	353.067
250636	247.254	471.002	351.285
250637	21.9735	28.2384	395.968
250638	29.5224	20.1927	399.784
250639	23.0125	17.1926	395.01
250640	23.3925	23.8727	398.693
250641	29.5777	17.8865	391.899
250642	32.8981	30.9568	396.595
250643	75.4282	329.728	373.357
250644	319.207	601.253	355.797
250645	151.193	151.817	385.434
250646	947.645	63.7955	278.542
250647	954.441	65.3446	276.87
250648	952.057	77.0767	282.75
250649	954.97	70.7201	282.153
250650	760.791	68.1978	315.903
250651	758.762	78.0469	314.84
250652	249.767	380.94	363.822
250653	510.07	582.894	351.093
250654	37.1307	340.621	368.971
250655	390.198	339.353	371.211
250656	399.722	339.416	373.808
250657	403.257	335.659	370.701
250658	561.03	767.798	318.098
250659	856.469	59.0276	290.069
250660	145.304	189.786	385.224
250661	136.58	195.334	382.715
250662	106.447	372.863	349.857
250663	681.959	715.449	329.857
250664	280.481	417.233	363.117
250665	274.815	418.59	361.439
250666	476.443	480.386	355.884
250667	407.626	288.434	374.78
250668	418.464	284.29	375.186
250669	413.293	283.523	369.561
250670	797.762	35.8955	298.114
250671	792.276	22.3762	300.732
250672	904.955	106.78	285.15
250673	530.093	614.277	347.367
250674	530.691	623.232	344.96
250675	515.876	620.158	346.793
250676	155.731	779.383	388.633
250677	152.364	768.603	388.305
250678	246.152	280.686	384.721
250679	331.108	427.668	365.347
250680	323.744	427.685	370.063
250681	871.879	160.851	286.218
250682	263.615	102.407	386.4
250683	261.66	94.724	386.086
250684	250.074	103.96	387.339
250685	132.545	284.439	382.044
250686	577.082	684.321	338.847
250687	577.925	692.04	335.085
250688	6.68943	411.195	362.958
250689	108.147	455.597	382.172
250690	99.8495	451.87	382.816
250691	99.643	460.122	384.204
250692	442.506	544.048	343.267
250693	458.943	535.21	340.089
250694	447.307	537.161	344.435
250695	671.364	233.13	313.616
250696	159.385	315.386	393.471
250697	163.172	317.646	396.034
250698	290.211	527.004	369.631
250699	289.111	521.35	374.546
250700	194.797	641.109	403.437
250701	191.222	646.286	403.29
250702	25.2716	374.868	365.977
250703	184.87	223.588	387.354
250704	196.08	236.345	390.295
250705	200.465	725.389	383.295
250706	578.162	747.039	342.07
250707	127.801	215.358	382.387
250708	132.535	200.273	382.913
250709	128.981	208.59	379.959
250710	737.745	692.938	300.677
250711	343.074	511.243	336.691
